time,站点名称,O3_8H,气温(℃),风速(m/s),风向(°),SO2,NO2,PM10,CO,PM2.5
2024-02-03,黑岱沟,45.0,-6.0,1.2,71.9,31,55,149,1.382,69
2024-02-03,羊市塔,38.0,-5.5,0.3,279.1,13,63,196,2.186,95
2024-02-03,黄天棉图,77.0,-6.2,1.0,123.2,15,37,93,1.211,58
2024-02-03,纳日松,54.0,-6.1,0.8,110.0,22,35,139,1.317,73
2024-02-03,魏家峁,53.0,-5.2,1.0,91.1,23,29,153,1.249,105
2024-02-03,上海庙东,49.0,-4.4,3.1,93.3,5,15,64,1.177,64
2024-02-03,独贵塔拉工业园区,71.0,-9.0,1.2,141.3,15,29,78,0.765,53
2024-02-03,新能源产业示范区,77.0,-8.0,1.2,65.1,15,44,100,1.249,84
2024-02-03,独贵塔拉南项目区,66.0,-8.2,1.0,127.0,7,24,135,0.892,89
2024-02-03,乌审召,75.0,-4.7,1.1,42.7,6,34,100,1.068,94
2024-02-03,蒙大工业园,65.0,-2.4,1.8,80.8,5,32,110,1.422,99
2024-02-03,中天合创宿舍楼站,74.0,-5.0,1.7,304.6,11,21,113,0.925,87
2024-02-03,查汗淖尔湖站,65.0,-6.5,1.0,70.1,5,25,126,1.09,93
2024-02-03,纳林陶亥镇,70.0,-6.1,0.5,41.6,8,39,107,1.558,76
2024-02-03,圣圆煤化工基地,34.0,-3.8,2.5,234.8,12,23,145,1.396,80
2024-02-03,空港物流园区,63.0,-6.8,1.2,202.3,10,40,94,1.495,87
2024-02-04,高新科技工业园,82.0,-5.9,0.8,76.0,9,42,113,1.205,88
2024-02-04,装备制造基地,91.0,-5.2,1.6,109.4,10,31,144,1.413,89
2024-02-04,麻黄湾,88.0,-5.4,2.9,177.1,27,39,100,1.281,72
2024-02-04,蒙古象棋广场-超级站,95.0,-5.6,0.5,84.5,10,37,56,2.024,75
2024-02-04,达旗经济开发区,61.0,-6.6,0.0,307.0,9,30,73,1.337,57
2024-02-04,敖包梁,72.0,-5.9,3.8,232.8,14,39,106,2.049,75
2024-02-04,青达门,91.0,-5.2,4.3,112.8,10,38,85,0.555,88
2024-02-04,高头窑,73.0,-5.3,3.4,215.1,13,32,103,2.753,73
2024-02-04,树林召镇倍通二手车市场,64.0,-5.8,1.6,113.4,14,21,102,1.389,71
2024-02-04,达拉特经济开发区庆源水务,62.0,-6.5,0.8,127.1,6,26,76,0.829,57
2024-02-04,白泥井镇,62.0,-6.2,0.9,86.6,24,36,99,1.324,68
2024-02-04,准格尔旗经济开发区,52.0,-6.3,1.0,267.8,6,19,79,0.98,60
2024-02-04,大路新区,77.0,-5.0,4.8,311.4,7,25,41,0.884,35
2024-02-04,哈尔乌素矿区,34.0,-4.9,2.8,137.3,18,60,110,0.949,56
2024-02-04,窑沟,66.0,-5.7,1.3,344.2,4,24,67,0.996,46
2024-02-04,黑岱沟,49.0,-5.5,2.0,205.3,73,46,126,1.222,60
2024-02-04,羊市塔,69.0,-5.2,0.8,23.8,11,37,160,1.98,82
2024-02-04,黄天棉图,81.0,-5.9,2.4,254.9,15,37,113,1.494,63
2024-02-04,纳日松,66.0,-5.6,2.0,276.8,18,32,138,1.547,66
2024-02-04,魏家峁,71.0,-5.0,1.5,252.6,11,10,96,0.841,64
2024-02-04,上海庙东,50.0,-3.4,2.4,124.2,12,20,63,1.112,60
2024-02-04,独贵塔拉工业园区,64.0,-6.8,2.0,123.1,14,31,100,0.82,66
2024-02-04,新能源产业示范区,81.0,-5.7,2.5,86.5,16,39,90,1.292,77
2024-02-04,独贵塔拉南项目区,79.0,-4.0,2.0,182.3,6,22,135,0.931,84
2024-02-04,乌审召,78.0,-3.9,1.5,117.7,6,31,87,1.1,93
2024-02-04,蒙大工业园,83.0,-2.1,1.6,137.0,5,28,73,1.741,69
2024-02-04,中天合创宿舍楼站,90.0,-4.9,2.0,42.6,7,21,99,0.97,82
2024-02-04,查汗淖尔湖站,89.0,-5.5,1.5,162.0,3,26,107,1.082,80
2024-02-04,纳林陶亥镇,78.0,-4.8,0.8,149.1,8,40,104,1.794,78
2024-02-04,圣圆煤化工基地,55.0,-3.5,2.4,87.0,8,11,61,1.21,49
2024-02-04,空港物流园区,92.0,-6.0,1.1,193.3,9,38,84,1.524,86
2024-02-05,高新科技工业园,80.0,-6.1,1.0,192.3,4,19,69,0.733,52
2024-02-05,装备制造基地,94.0,-6.4,2.1,248.2,5,10,95,0.884,43
2024-02-05,麻黄湾,96.0,-6.3,3.2,264.0,20,17,58,0.842,44
2024-02-05,蒙古象棋广场-超级站,92.0,-5.6,1.0,256.1,8,21,42,1.692,54
2024-02-05,达旗经济开发区,81.0,-5.9,0.0,210.0,10,26,58,0.811,50
2024-02-05,敖包梁,88.0,-7.1,3.2,326.9,13,16,61,1.706,65
2024-02-05,青达门,90.0,-7.0,3.5,233.4,6,20,47,0.078,45
2024-02-05,高头窑,81.0,-6.1,3.1,321.4,10,11,62,2.382,46
2024-02-05,树林召镇倍通二手车市场,86.0,-5.5,1.2,285.4,8,10,76,1.168,61
2024-02-05,达拉特经济开发区庆源水务,86.0,-5.2,1.1,300.5,6,19,66,0.856,54
2024-02-05,白泥井镇,84.0,-5.1,0.8,288.6,19,25,90,1.362,70
2024-02-05,准格尔旗经济开发区,69.0,-4.2,1.8,335.4,6,12,76,0.929,60
2024-02-05,大路新区,106.0,-4.5,5.8,359.8,6,16,49,0.857,47
2024-02-05,哈尔乌素矿区,37.0,-5.1,2.8,201.1,20,43,79,1.129,61
2024-02-05,窑沟,88.0,-5.2,2.8,340.9,3,20,80,1.319,63
2024-02-05,黑岱沟,71.0,-5.7,2.4,248.4,29,21,83,1.084,57
2024-02-05,羊市塔,72.0,-4.7,1.4,143.4,11,31,92,1.527,63
2024-02-05,黄天棉图,95.0,-6.4,3.4,340.4,11,14,72,0.996,47
2024-02-05,纳日松,78.0,-5.1,2.7,320.7,19,16,102,1.209,67
2024-02-05,魏家峁,76.0,-6.0,1.8,306.7,5,-1,99,1.064,76
2024-02-05,上海庙东,37.0,-5.7,2.0,127.4,13,23,104,1.087,85
2024-02-05,独贵塔拉工业园区,83.0,-7.3,1.8,308.0,14,21,56,0.565,46
2024-02-05,新能源产业示范区,86.0,-8.0,1.9,219.5,8,24,56,0.936,40
2024-02-05,独贵塔拉南项目区,83.0,-7.1,1.9,331.4,5,13,135,0.502,48
2024-02-05,乌审召,86.0,-5.6,1.3,318.8,3,22,57,0.709,75
2024-02-05,蒙大工业园,77.0,-4.3,0.7,13.2,8,32,75,1.201,69
2024-02-05,中天合创宿舍楼站,95.0,-6.1,1.8,191.7,8,19,66,0.719,51
2024-02-05,查汗淖尔湖站,90.0,-7.3,1.7,321.2,4,14,71,0.812,51
2024-02-05,纳林陶亥镇,69.0,-5.5,1.2,254.0,7,36,71,1.402,47
2024-02-05,圣圆煤化工基地,62.0,-2.7,2.3,117.2,8,1,29,1.017,56
2024-02-05,空港物流园区,91.0,-6.5,1.6,281.2,7,20,52,1.141,54
2024-02-06,高新科技工业园,74.0,-11.6,0.6,236.7,8,25,42,0.613,29
2024-02-06,装备制造基地,88.0,-10.3,1.2,327.1,15,7,73,1.004,25
2024-02-06,麻黄湾,88.0,-11.2,1.4,355.2,22,25,33,0.635,19
2024-02-06,蒙古象棋广场-超级站,86.0,-11.3,0.5,326.8,10,23,24,1.511,25
2024-02-06,达旗经济开发区,74.0,-11.2,0.0,123.0,13,37,36,0.818,27
2024-02-06,敖包梁,80.0,-11.4,1.9,48.5,9,17,28,1.466,32
2024-02-06,青达门,91.0,-10.9,2.0,298.1,9,18,29,-0.028,24
2024-02-06,高头窑,78.0,-10.6,1.9,53.0,13,24,45,2.49,27
2024-02-06,树林召镇倍通二手车市场,82.0,-10.7,0.6,276.6,12,19,70,1.517,57
2024-02-06,达拉特经济开发区庆源水务,80.0,-10.6,0.9,355.8,7,24,35,0.664,24
2024-02-06,白泥井镇,87.0,-10.5,0.5,292.4,15,20,60,1.04,44
2024-02-06,准格尔旗经济开发区,58.0,-10.0,1.4,355.4,5,12,42,0.653,28
2024-02-06,大路新区,92.0,-9.8,3.1,11.6,7,17,33,0.753,17
2024-02-06,哈尔乌素矿区,33.0,-9.4,0.9,26.5,24,52,68,1.012,32
2024-02-06,窑沟,73.0,-10.0,0.7,21.6,4,21,35,0.921,27
2024-02-06,黑岱沟,60.0,-10.4,1.1,36.5,35,28,55,0.804,24
2024-02-06,羊市塔,55.0,-9.0,0.5,199.4,12,52,65,1.647,32
2024-02-06,黄天棉图,83.0,-10.5,1.5,58.1,12,21,34,0.696,14
2024-02-06,纳日松,66.0,-10.5,0.7,81.6,16,21,58,0.857,28
2024-02-06,魏家峁,71.0,-9.2,0.9,40.0,15,10,65,0.816,40
2024-02-06,上海庙东,51.0,-7.7,2.0,79.0,5,15,67,0.757,41
2024-02-06,独贵塔拉工业园区,82.0,-11.4,1.1,303.3,15,24,26,0.354,17
2024-02-06,新能源产业示范区,88.0,-13.0,1.2,247.8,8,22,30,0.723,18
2024-02-06,独贵塔拉南项目区,83.0,-12.5,1.3,14.8,4,9,135,0.217,17
2024-02-06,蒙大工业园,83.0,-6.7,1.0,334.3,8,29,56,0.785,38
2024-02-06,中天合创宿舍楼站,97.0,-10.0,1.4,239.7,6,18,40,0.467,26
2024-02-06,查汗淖尔湖站,88.0,-12.8,0.9,22.6,2,14,41,0.515,25
2024-02-06,纳林陶亥镇,69.0,-9.8,0.6,327.8,6,38,40,1.148,21
2024-02-06,圣圆煤化工基地,54.0,-7.9,2.3,227.8,8,6,46,0.807,29
2024-02-06,空港物流园区,84.0,-10.8,3.8,227.3,8,22,26,0.941,24
2024-02-07,高新科技工业园,78.0,-11.2,0.4,58.6,7,39,54,0.839,45
2024-02-07,装备制造基地,88.0,-8.5,1.2,338.7,19,8,97,1.331,24
2024-02-07,麻黄湾,89.0,-10.3,0.9,39.8,26,35,64,1.057,42
2024-02-07,蒙古象棋广场-超级站,86.0,-11.8,0.3,72.8,9,25,23,1.61,28
2024-02-07,达旗经济开发区,75.0,-12.7,0.0,340.0,14,50,86,1.22,65
2024-02-07,敖包梁,92.0,-9.7,1.5,62.8,12,20,55,1.779,59
2024-02-07,青达门,98.0,-8.8,1.3,333.4,12,23,48,0.186,45
2024-02-07,高头窑,82.0,-10.9,2.5,192.5,14,32,72,2.708,50
2024-02-07,树林召镇倍通二手车市场,81.0,-11.8,0.5,308.9,26,36,130,2.191,106
2024-02-07,达拉特经济开发区庆源水务,85.0,-12.9,0.8,146.2,8,34,92,1.205,71
2024-02-07,白泥井镇,88.0,-12.0,0.3,273.9,18,26,114,1.464,87
2024-02-07,准格尔旗经济开发区,64.0,-10.8,1.5,358.3,5,13,51,0.652,36
2024-02-07,大路新区,91.0,-10.5,2.9,7.0,7,23,48,0.797,41
2024-02-07,哈尔乌素矿区,17.0,-9.2,1.4,19.3,18,51,108,0.841,47
2024-02-07,窑沟,62.0,-10.9,0.7,25.6,7,17,51,0.974,41
2024-02-07,黑岱沟,62.0,-10.5,1.4,48.2,26,30,74,0.936,35
2024-02-07,羊市塔,70.0,-9.4,0.5,248.5,15,52,91,1.476,30
2024-02-07,黄天棉图,94.0,-9.4,0.8,107.3,14,31,52,0.95,31
2024-02-07,纳日松,73.0,-10.3,0.7,122.0,14,22,58,0.87,31
2024-02-07,魏家峁,78.0,-9.4,1.2,96.0,15,10,67,0.841,44
2024-02-07,上海庙东,52.0,-7.6,2.4,75.5,6,13,49,0.715,33
2024-02-07,独贵塔拉工业园区,81.0,-12.0,0.8,151.6,13,22,38,0.536,30
2024-02-07,新能源产业示范区,96.0,-11.7,1.0,117.8,10,19,32,0.892,26
2024-02-07,独贵塔拉南项目区,87.0,-11.0,1.1,120.3,7,10,135,0.472,29
2024-02-07,乌审召,93.0,-9.6,0.7,48.5,4,26,34,0.64,47
2024-02-07,蒙大工业园,78.0,-7.4,0.5,261.4,8,37,62,0.864,52
2024-02-07,中天合创宿舍楼站,101.0,-8.9,1.2,296.1,8,18,48,0.591,39
2024-02-07,查汗淖尔湖站,97.0,-13.3,0.7,67.0,4,12,45,0.639,29
2024-02-07,纳林陶亥镇,82.0,-9.3,0.5,37.6,8,44,50,1.246,27
2024-02-07,圣圆煤化工基地,56.0,-8.1,2.7,239.2,9,22,62,0.908,32
2024-02-07,空港物流园区,91.0,-10.1,2.9,223.7,8,27,32,1.057,30
2024-02-08,高新科技工业园,90.0,-9.1,0.5,178.9,6,34,74,0.876,59
2024-02-08,装备制造基地,105.0,-6.7,1.6,250.8,16,6,95,1.167,54
2024-02-08,麻黄湾,104.0,-6.9,1.7,267.6,25,29,54,0.86,39
2024-02-08,蒙古象棋广场-超级站,99.0,-9.4,0.6,218.2,8,23,37,1.638,43
2024-02-08,达旗经济开发区,93.0,-10.8,0.0,74.0,13,45,132,1.635,100
2024-02-08,敖包梁,93.0,-7.1,2.3,309.8,26,22,61,1.814,49
2024-02-08,青达门,95.0,-6.9,2.0,199.2,8,15,35,-0.161,34
2024-02-08,高头窑,82.0,-8.5,2.9,214.5,12,21,66,2.515,47
2024-02-08,树林召镇倍通二手车市场,103.0,-10.2,0.5,350.4,25,31,181,2.584,149
2024-02-08,达拉特经济开发区庆源水务,98.0,-11.3,0.9,90.2,7,35,145,1.725,114
2024-02-08,白泥井镇,114.0,-10.1,0.3,162.8,18,25,169,1.742,133
2024-02-08,准格尔旗经济开发区,49.0,-9.3,1.0,297.8,6,18,86,0.995,65
2024-02-08,大路新区,111.0,-7.8,2.9,10.5,7,19,42,0.821,36
2024-02-08,哈尔乌素矿区,34.0,-7.4,1.5,172.3,24,62,126,1.087,58
2024-02-08,窑沟,98.0,-8.2,1.1,345.2,13,23,68,1.249,55
2024-02-08,黑岱沟,65.0,-7.8,1.4,213.0,36,47,128,1.051,56
2024-02-08,羊市塔,84.0,-7.6,0.9,145.2,14,45,117,2.015,48
2024-02-08,黄天棉图,106.0,-6.8,2.1,339.5,17,27,84,0.998,37
2024-02-08,纳日松,85.0,-8.1,1.1,332.3,15,31,80,1.492,40
2024-02-08,魏家峁,74.0,-7.3,1.0,287.3,17,8,97,0.955,62
2024-02-08,上海庙东,52.0,-5.9,2.9,185.7,8,19,96,0.963,64
2024-02-08,独贵塔拉工业园区,85.0,-10.1,0.8,156.0,10,20,51,0.659,42
2024-02-08,新能源产业示范区,98.0,-9.1,1.8,171.1,10,13,49,0.857,37
2024-02-08,独贵塔拉南项目区,91.0,-7.8,2.4,264.6,8,8,135,0.407,38
2024-02-08,乌审召,84.0,-6.3,1.4,254.5,9,31,72,0.714,58
2024-02-08,蒙大工业园,90.0,-4.6,1.3,256.9,5,28,69,1.004,54
2024-02-08,中天合创宿舍楼站,103.0,-5.6,1.7,177.5,14,18,58,0.685,39
2024-02-08,查汗淖尔湖站,97.0,-8.9,1.4,294.7,7,18,56,0.601,29
2024-02-08,纳林陶亥镇,78.0,-6.6,0.9,257.1,12,57,75,1.516,48
2024-02-08,圣圆煤化工基地,73.0,-5.8,2.0,185.3,10,19,63,1.005,43
2024-02-08,空港物流园区,108.0,-7.5,3.0,237.6,8,28,44,1.12,44
2024-02-09,高新科技工业园,78.0,-5.9,0.9,199.3,5,14,100,0.494,45
2024-02-09,装备制造基地,90.0,-4.9,3.2,252.9,5,4,113,0.724,22
2024-02-09,麻黄湾,92.0,-4.7,3.5,273.0,19,16,66,0.552,25
2024-02-09,蒙古象棋广场-超级站,89.0,-5.6,1.0,324.8,8,20,103,1.501,50
2024-02-09,达旗经济开发区,92.0,-8.0,0.0,294.0,11,26,76,0.868,52
2024-02-09,敖包梁,83.0,-5.7,3.5,339.2,11,11,56,1.482,30
2024-02-09,青达门,89.0,-5.1,4.7,232.1,6,10,75,-0.346,26
2024-02-09,高头窑,77.0,-4.5,3.7,314.6,11,8,83,2.179,30
2024-02-09,树林召镇倍通二手车市场,89.0,-8.0,0.6,292.6,21,24,211,2.571,170
2024-02-09,达拉特经济开发区庆源水务,85.0,-7.5,0.9,320.5,7,15,77,0.963,48
2024-02-09,白泥井镇,90.0,-8.2,0.5,268.0,21,26,161,1.876,120
2024-02-09,准格尔旗经济开发区,68.0,-7.2,0.7,356.9,7,14,129,0.97,93
2024-02-09,大路新区,107.0,-5.7,4.7,11.5,6,16,239,0.788,39
2024-02-09,哈尔乌素矿区,56.0,-4.7,2.6,219.9,18,37,65,0.875,40
2024-02-09,窑沟,91.0,-5.1,2.4,344.9,13,20,78,1.06,49
2024-02-09,黑岱沟,68.0,-5.1,2.7,263.2,21,23,86,0.727,32
2024-02-09,羊市塔,74.0,-5.9,1.2,163.0,12,28,104,1.606,57
2024-02-09,黄天棉图,91.0,-5.2,3.2,349.1,14,14,78,0.894,21
2024-02-09,纳日松,75.0,-6.1,1.6,1.0,18,20,103,1.076,49
2024-02-09,魏家峁,86.0,-5.1,1.6,329.9,25,5,108,1.058,74
2024-02-09,上海庙东,52.0,-1.8,4.1,218.1,8,12,127,0.714,31
2024-02-09,独贵塔拉工业园区,78.0,-5.3,1.6,317.0,12,14,67,0.86,29
2024-02-09,新能源产业示范区,87.0,-5.2,3.0,208.0,9,8,92,0.759,14
2024-02-09,独贵塔拉南项目区,81.0,-3.8,3.9,304.3,7,5,135,0.242,29
2024-02-09,乌审召,80.0,-3.5,1.7,310.0,3,17,92,0.674,61
2024-02-09,蒙大工业园,82.0,-1.0,2.3,277.5,10,17,92,0.735,51
2024-02-09,中天合创宿舍楼站,82.0,-3.1,3.3,187.3,24,16,114,0.634,51
2024-02-09,查汗淖尔湖站,81.0,-4.8,2.3,304.6,15,15,108,0.396,29
2024-02-09,纳林陶亥镇,74.0,-4.9,1.4,261.0,11,28,107,1.268,52
2024-02-09,圣圆煤化工基地,65.0,-4.1,1.7,181.2,9,15,82,0.914,40
2024-02-09,空港物流园区,89.0,-5.2,1.7,308.7,8,18,69,0.847,41
2024-02-10,高新科技工业园,80.0,-4.9,1.0,195.4,5,12,88,0.413,41
2024-02-10,装备制造基地,91.0,-4.0,2.5,263.1,5,3,111,0.636,26
2024-02-10,麻黄湾,91.0,-4.5,3.3,283.8,18,18,72,0.485,23
2024-02-10,蒙古象棋广场-超级站,90.0,-4.0,1.1,319.5,10,17,91,1.427,39
2024-02-10,达旗经济开发区,86.0,-6.7,0.0,164.0,12,25,140,0.999,107
2024-02-10,敖包梁,84.0,-5.1,3.3,342.7,10,9,72,1.467,33
2024-02-10,青达门,88.0,-4.9,4.1,238.9,7,9,78,-0.42,26
2024-02-10,高头窑,79.0,-4.0,3.8,319.8,11,10,82,2.123,27
2024-02-10,树林召镇倍通二手车市场,85.0,-5.8,1.3,292.8,25,18,284,2.462,225
2024-02-10,达拉特经济开发区庆源水务,86.0,-6.2,1.0,289.2,7,13,114,0.886,77
2024-02-10,白泥井镇,87.0,-6.6,0.9,283.6,19,26,281,2.195,209
2024-02-10,准格尔旗经济开发区,71.0,-5.9,1.8,0.9,7,13,114,0.836,79
2024-02-10,大路新区,108.0,-5.2,4.5,20.9,8,17,133,0.785,56
2024-02-10,哈尔乌素矿区,47.0,-3.9,2.7,243.8,21,34,64,0.771,36
2024-02-10,窑沟,90.0,-4.7,2.0,318.1,17,17,107,1.209,71
2024-02-10,黑岱沟,70.0,-4.6,2.3,277.9,22,18,78,0.658,29
2024-02-10,羊市塔,75.0,-4.2,1.7,184.8,17,32,169,2.191,96
2024-02-10,黄天棉图,89.0,-4.3,3.0,8.7,16,15,106,0.822,25
2024-02-10,纳日松,76.0,-4.6,1.5,33.7,16,18,118,1.022,60
2024-02-10,魏家峁,86.0,-3.9,1.3,352.3,50,17(H),109,1.567,61
2024-02-10,上海庙东,60.0,-1.4,2.9,227.2,6,11,140,0.613,28
2024-02-10,独贵塔拉工业园区,79.0,-5.0,1.4,329.2,13,17,119,0.911,74
2024-02-10,新能源产业示范区,92.0,-5.2,2.5,209.4,8,6,122,0.66,22
2024-02-10,独贵塔拉南项目区,86.0,-3.4,3.1,307.0,7,4,135,0.233,28
2024-02-10,乌审召,88.0,-2.1,1.9,298.1,4,12,79,0.437,36
2024-02-10,蒙大工业园,84.0,-1.0,2.3,296.4,6,10,88,0.583,28
2024-02-10,中天合创宿舍楼站,87.0,-2.6,3.4,188.1,10,16,105,0.558,35
2024-02-10,查汗淖尔湖站,85.0,-4.2,2.6,314.8,6,11,96,0.261,29
2024-02-10,纳林陶亥镇,72.0,-3.6,1.3,271.0,9,31,100,1.154,39
2024-02-10,圣圆煤化工基地,67.0,-1.9,1.9,203.5,10,15,108,0.873,58
2024-02-10,空港物流园区,91.0,-4.3,1.6,310.4,8,14,71,0.804,37
2024-02-11,高新科技工业园,81.0,-4.4,0.6,111.7,6,12,37,0.419,17
2024-02-11,装备制造基地,93.0,-1.9,1.6,152.2,6,4,70,0.643,14
2024-02-11,麻黄湾,92.0,-0.6,4.1,206.3,25,21,40,0.513,11
2024-02-11,蒙古象棋广场-超级站,86.0,-4.4,0.5,176.8,10,19,32,1.369,11
2024-02-11,达旗经济开发区,100.0,-5.9,0.0,85.0,17,24,56,0.885,35
2024-02-11,敖包梁,81.0,-1.3,5.5,266.0,22,15,51,1.551,25
2024-02-11,青达门,90.0,-0.7,4.7,146.6,8,6,29,-0.512,9
2024-02-11,高头窑,78.0,-1.7,4.7,210.8,12,12,46,2.169,18
2024-02-11,树林召镇倍通二手车市场,100.0,-5.5,1.0,119.5,23,13,132,2.463,98
2024-02-11,达拉特经济开发区庆源水务,94.0,-6.1,0.8,127.2,7,11,52,0.744,30
2024-02-11,白泥井镇,93.0,-6.0,0.6,97.3,18,15,94,1.521,67
2024-02-11,准格尔旗经济开发区,63.0,-5.0,1.1,249.3,9,12,60,0.639,30
2024-02-11,大路新区,97.0,-0.2,5.3,338.6,8,17,31,0.774,17
2024-02-11,哈尔乌素矿区,37.0,-1.2,3.8,155.7,23,48,61,0.588,22
2024-02-11,窑沟,85.0,-1.7,3.9,284.0,15,16,54,0.948,21
2024-02-11,黑岱沟,56.0,-1.9,3.3,224.7,21,43,95,0.58,14
2024-02-11,羊市塔,71.0,-3.3,0.8,87.9,12,28,74,1.598,32
2024-02-11,黄天棉图,100.0,-1.7,3.6,308.2,18,20,47,0.738,11
2024-02-11,纳日松,69.0,-3.6,1.8,299.8,19,23,81,1.831,30
2024-02-11,魏家峁,86.0,-1.5,1.5,268.8,12,4(H),57,0.644,16
2024-02-11,上海庙东,48.0,-0.2,3.2,186.5,12,12,53,0.715,17
2024-02-11,独贵塔拉工业园区,90.0,-5.2,1.7,126.8,14,15,69,0.791,40
2024-02-11,新能源产业示范区,90.0,-2.6,2.5,138.7,11,9,33,0.695,7
2024-02-11,独贵塔拉南项目区,82.0,-0.9,2.6,224.7,9,5,135,0.248,11
2024-02-11,乌审召,77.0,-1.8,0.9,188.2,5,18,33,0.432,25
2024-02-11,蒙大工业园,80.0,-0.2,1.1,200.0,5,15,57,0.834,24
2024-02-11,中天合创宿舍楼站,91.0,-1.0,1.8,62.2,11,12,50,0.565,20
2024-02-11,查汗淖尔湖站,89.0,-4.8,1.0,221.4,5,13,37,0.402,29
2024-02-11,纳林陶亥镇,75.0,-2.2,0.9,211.7,13,35,70,1.545,30
2024-02-11,圣圆煤化工基地,60.0,-1.8,2.2,102.6,11,17,55,0.797,19
2024-02-12,高新科技工业园,81.0,0.4,0.7,138.1,7,15,40,0.466,18
2024-02-12,装备制造基地,92.0,2.5,1.9,203.6,7,5,75,0.703,12
2024-02-12,麻黄湾,85.0,3.7,4.3,209.2,27,28,49,0.55,15
2024-02-12,蒙古象棋广场-超级站,89.0,-0.1,0.7,175.0,9,22,42,1.443,19
2024-02-12,达旗经济开发区,94.0,-3.0,0.0,307.0,18,36,81,1.328,52
2024-02-12,敖包梁,77.0,3.2,5.6,277.9,27,20,68,1.591,18
2024-02-12,青达门,85.0,3.5,4.7,167.2,10,8,41,-0.478,13
2024-02-12,高头窑,78.0,3.7,5.0,233.4,13,11,47,2.148,15
2024-02-12,树林召镇倍通二手车市场,92.0,-2.7,0.6,115.8,26,19,116,2.359,83
2024-02-12,达拉特经济开发区庆源水务,90.0,-3.0,0.8,133.8,8,18,75,1.086,45
2024-02-12,白泥井镇,92.0,-3.1,0.3,97.7,22,28,115,2.141,78
2024-02-12,准格尔旗经济开发区,70.0,0.1,1.0,227.3,10,16,68,0.749,28
2024-02-12,大路新区,92.0,4.1,6.3,339.4,7,19,33,0.536,19
2024-02-12,哈尔乌素矿区,35.0,3.4,4.5,162.0,25,49,66,0.723,22
2024-02-12,窑沟,68.0,3.2,4.3,280.7,15,18,72,0.968,24
2024-02-12,黑岱沟,53.0,2.9,3.8,218.2,20,45,101,0.571,16
2024-02-12,羊市塔,68.0,1.3,1.0,89.1,14,37,82,1.359,30
2024-02-12,黄天棉图,88.0,2.4,3.3,314.1,16,28,58,0.791,16
2024-02-12,纳日松,65.0,1.7,1.8,312.4,19,34,95,1.58,33
2024-02-12,魏家峁,83.0,2.8,2.2,290.2,13,7(H),63,0.709,14
2024-02-12,上海庙东,54.0,4.1,4.3,191.7,11,14,61,0.769,23
2024-02-12,独贵塔拉工业园区,91.0,-2.7,1.3,140.5,15,20,96,1.008,62
2024-02-12,新能源产业示范区,88.0,1.0,2.2,150.1,12,11,40,0.746,17
2024-02-12,独贵塔拉南项目区,83.0,3.1,3.2,240.4,12,6,135,0.281,16
2024-02-12,乌审召,78.0,2.0,1.4,240.7,7,19,38,0.453,26
2024-02-12,蒙大工业园,82.0,3.5,1.2,252.6,7,19,49,0.709,21
2024-02-12,中天合创宿舍楼站,85.0,3.3,2.4,97.9,13,15,57,0.65,22
2024-02-12,查汗淖尔湖站,81.0,-0.6,1.3,245.4,5,19,44,0.45,29
2024-02-12,纳林陶亥镇,60.0,2.5,1.1,236.5,14,34,69,0.992,24
2024-02-12,圣圆煤化工基地,61.0,2.6,2.2,92.7,14,24,81,1.047,25
2024-02-12,空港物流园区,92.0,3.2,1.4,244.4,10,15,36,0.743,17
2024-02-13,高新科技工业园,76.0,2.3,0.5,141.7,10,21,40,0.517,19
2024-02-13,装备制造基地,89.0,4.1,1.6,219.9,13,7,65,0.791,19
2024-02-13,麻黄湾,83.0,5.2,3.1,222.1,27,27,50,0.589,18
2024-02-13,蒙古象棋广场-超级站,84.0,1.5,0.5,208.5,10,21,41,1.484,22
2024-02-13,达旗经济开发区,81.0,-0.4,0.2,335.8,20,44,86,1.28,50
2024-02-13,敖包梁,78.0,5.1,4.0,298.2,19,22,61,1.603,21
2024-02-13,青达门,83.0,4.8,3.3,185.2,9,11,41,-0.528,17
2024-02-13,高头窑,71.0,3.7,3.9,206.6,13,18,64,2.178,20
2024-02-13,树林召镇倍通二手车市场,81.0,-0.6,0.6,135.0,23,24,131,2.668,92
2024-02-13,达拉特经济开发区庆源水务,83.0,0.6,0.8,148.1,10,21,68,0.931,33
2024-02-13,白泥井镇,86.0,0.1,0.4,48.1,24,27,121,2.033,80
2024-02-13,准格尔旗经济开发区,59.0,1.0,1.3,320.4,10,22,104,0.804,35
2024-02-13,大路新区,87.0,4.4,3.0,10.8,10,25,38,0.791,29
2024-02-13,哈尔乌素矿区,55.0,6.0,2.7,157.2,22,54,61,0.786,28
2024-02-13,窑沟,71.0,5.6,3.0,261.4,18,27,88,0.989,30
2024-02-13,黑岱沟,58.0,5.7,2.5,219.5,17,42,86,0.675,23
2024-02-13,羊市塔,70.0,3.5,0.6,124.2,12,53,138,1.777,41
2024-02-13,黄天棉图,82.0,4.7,2.5,345.6,17,29,56,0.772,15
2024-02-13,纳日松,71.0,2.7,1.1,346.5,24,43,105,2.015,38
2024-02-13,魏家峁,87.0,5.9,1.3,265.9,17,13,74,0.862,25
2024-02-13,上海庙东,60.0,3.8,4.5,34.0,13,15,183,0.821,44
