2025-05-28 12:30:27 | INFO     | logger_config:_setup_logging:99 - 日志系统已初始化 [intelligent-analysis-agent] - 日志目录: logs
2025-05-28 13:59:50 | INFO     | logger_config:log_performance:129 - [PERF] Data Analysis: 51.768s 
2025-05-28 13:59:50 | INFO     | __main__:analyze_data:408 - 历史对话：
[{'role': 'user', 'content': '分析/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx的达旗白塔公园站点不同风向方位与不同季节的风速与臭氧浓度相关性'}, {'arguments': '{"correlation_method":"pearson","correlation_vars":["风速","臭氧浓度"],"filters":{"站点":"达旗白塔公园"},"group_by":["季节","风向"],"min_sample_size":10,"read_data_param":{"read_data_method":"PANDAS","read_data_query":"/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx"}}', 'call_id': 'call_kkkw6s7v', 'name': 'correlation_analysis', 'type': 'function_call', 'id': '__fake_id__'}, {'call_id': 'call_kkkw6s7v', 'output': '{"type":"text","text":"| 季节 \\\\ 风向(°) | 0.0 | 100.6 | 102.1 | 106.5 | 107.0 | 110.4 | 112.7 | 114.0 | 115.0 | 12.0 | 121.5 | 124.1 | 125.9 | 126.0 | 126.3 | 126.4 | 13.3 | 14.0 | 141.2 | 143.0 | 143.2 | 145.3 | 151.0 | 152.1 | 155.0 | 16.3 | 163.0 | 185.2 | 19.6 | 204.7 | 213.0 | 215.0 | 216.0 | 222.0 | 228.0 | 234.2 | 238.2 | 240.0 | 240.5 | 241.0 | 242.4 | 243.0 | 243.8 | 244.0 | 244.8 | 245.2 | 245.7 | 246.0 | 246.9 | 248.2 | 248.4 | 249.6 | 250.0 | 251.3 | 255.5 | 259.4 | 259.5 | 261.0 | 261.2 | 262.5 | 263.0 | 263.9 | 264.7 | 265.9 | 267.0 | 271.2 | 271.7 | 272.7 | 273.0 | 273.4 | 274.6 | 275.0 | 276.8 | 277.0 | 277.5 | 278.0 | 278.1 | 278.6 | 280.1 | 280.4 | 282.0 | 282.4 | 282.6 | 283.0 | 284.0 | 286.5 | 286.7 | 287.1 | 288.0 | 288.8 | 289.0 | 290.0 | 292.1 | 294.0 | 295.1 | 297.8 | 30.3 | 301.0 | 301.5 | 302.0 | 302.7 | 303.0 | 305.0 | 307.2 | 309.0 | 311.8 | 312.5 | 312.7 | 312.8 | 314.5 | 314.7 | 315.0 | 315.1 | 318.3 | 32.0 | 321.0 | 321.8 | 325.5 | 327.7 | 330.4 | 335.5 | 335.6 | 338.5 | 341.4 | 344.0 | 344.9 | 345.3 | 346.9 | 347.6 | 347.9 | 348.0 | 350.0 | 355.0 | 355.1 | 355.8 | 357.7 | 358.2 | 358.8 | 359.9 | 360.0 | 38.5 | 56.1 | 62.3 | 63.0 | 67.1 | 71.9 | 73.3 | 78.4 | 81.1 | 84.7 | 86.0 | 86.9 | 94.9 | 95.6 | 97.7 |\\n|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|\\n| 春 | 0.004 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 0.0 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 |\\n| 夏 | 0.193 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 0.0 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 |\\n| 秋 | 0.115 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 0.0 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 |\\n| 冬 | 0.219 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 0.0 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 |\\n","annotations":null}', 'type': 'function_call_output'}]
2025-05-28 13:59:50 | INFO     | logger_config:log_business_event:145 - [EVENT] 数据分析完成 | Data: 分析类型=auto | 对话轮次=1 | 处理时间=51.77s | 成功=True
2025-05-28 14:01:29 | INFO     | logger_config:_setup_logging:99 - 日志系统已初始化 [intelligent-analysis-agent] - 日志目录: logs
2025-05-28 14:01:29 | INFO     | __main__:initialize_system:250 - 开始初始化智能数据分析系统...
2025-05-28 14:01:29 | INFO     | __main__:initialize_server:142 - MCP服务器 correlation 连接成功: http://127.0.0.1:8000/sse
2025-05-28 14:01:29 | INFO     | __main__:initialize_server:128 - 服务器 regression 已禁用，跳过初始化
2025-05-28 14:01:29 | INFO     | __main__:initialize_server:128 - 服务器 clustering 已禁用，跳过初始化
2025-05-28 14:01:29 | INFO     | __main__:initialize_server:128 - 服务器 statistics 已禁用，跳过初始化
2025-05-28 14:01:29 | INFO     | __main__:update_agent_tools:242 - Agent工具已更新，当前可用服务器数量: 1
2025-05-28 14:01:29 | INFO     | __main__:initialize_system:262 - 系统初始化完成: 1/4 个服务器成功启动
2025-05-28 14:01:29 | INFO     | __main__:initialize_system:266 -   - correlation: 成功
2025-05-28 14:01:29 | INFO     | __main__:initialize_system:266 -   - regression: 失败
2025-05-28 14:01:29 | INFO     | __main__:initialize_system:266 -   - clustering: 失败
2025-05-28 14:01:29 | INFO     | __main__:initialize_system:266 -   - statistics: 失败
2025-05-28 14:01:34 | INFO     | __main__:reset_conversation:456 - 对话已重置
2025-05-28 14:01:34 | INFO     | logger_config:log_business_event:145 - [EVENT] 会话重置
2025-05-28 14:01:36 | INFO     | __main__:analyze_data:331 - 收到分析请求: 分析/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx的达旗白塔公园站点不同风向方位**与不同季节的风速与臭氧浓度相关性...
2025-05-28 14:01:36 | INFO     | logger_config:log_user_action:113 - [USER] 发送分析请求: {'message': '分析/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx的达旗白塔公园站点不同风向方位**与不同季节的风速与臭氧浓度相关性', 'analysis_type': 'auto', 'context': {}}
2025-05-28 14:01:36 | INFO     | __main__:analyze_data:349 - 开始执行数据分析...
2025-05-28 14:01:36 | INFO     | __main__:analyze_data:358 - 当前对话历史长度: 0
2025-05-28 14:02:22 | INFO     | __main__:analyze_data:380 - 分析完成，耗时: 45.54秒
2025-05-28 14:02:22 | INFO     | __main__:analyze_data:384 - 输出为工具调用结果
2025-05-28 14:02:22 | INFO     | logger_config:log_with_tag:108 - [ANALYSIS] 分析完成: | 季节 \ 风向(°) | 0.0 | 100.6 | 102.1 | 106.5 | 107.0 | 110.4 | 112.7 | 114.0 | 115.0 | 12.0 | 121.5 | 124.1 | 125.9 | 126.0 | 126.3 | 126.4 | 13.3 | 14.0 | 141.2 | 143.0 | 143.2 | 145.3 | 151.0 | 152.1 ...
2025-05-28 14:02:22 | INFO     | logger_config:log_performance:129 - [PERF] Data Analysis: 45.541s 
2025-05-28 14:02:22 | INFO     | __main__:analyze_data:409 - 历史对话：
[{'role': 'user', 'content': '分析/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx的达旗白塔公园站点不同风向方位**与不同季节的风速与臭氧浓度相关性'}, {'arguments': '{"correlation_method":"pearson","correlation_vars":["风速","臭氧浓度"],"filters":{"站点":"达旗白塔公园"},"group_by":["季节","风向"],"max_file_size_mb":100,"min_sample_size":30,"read_data_param":{"read_data_method":"PANDAS","read_data_query":"/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx"}}', 'call_id': 'call_i7ckeell', 'name': 'correlation_analysis', 'type': 'function_call', 'id': '__fake_id__'}, {'call_id': 'call_i7ckeell', 'output': '{"type":"text","text":"| 季节 \\\\ 风向(°) | 0.0 | 100.6 | 102.1 | 106.5 | 107.0 | 110.4 | 112.7 | 114.0 | 115.0 | 12.0 | 121.5 | 124.1 | 125.9 | 126.0 | 126.3 | 126.4 | 13.3 | 14.0 | 141.2 | 143.0 | 143.2 | 145.3 | 151.0 | 152.1 | 155.0 | 16.3 | 163.0 | 185.2 | 19.6 | 204.7 | 213.0 | 215.0 | 216.0 | 222.0 | 228.0 | 234.2 | 238.2 | 240.0 | 240.5 | 241.0 | 242.4 | 243.0 | 243.8 | 244.0 | 244.8 | 245.2 | 245.7 | 246.0 | 246.9 | 248.2 | 248.4 | 249.6 | 250.0 | 251.3 | 255.5 | 259.4 | 259.5 | 261.0 | 261.2 | 262.5 | 263.0 | 263.9 | 264.7 | 265.9 | 267.0 | 271.2 | 271.7 | 272.7 | 273.0 | 273.4 | 274.6 | 275.0 | 276.8 | 277.0 | 277.5 | 278.0 | 278.1 | 278.6 | 280.1 | 280.4 | 282.0 | 282.4 | 282.6 | 283.0 | 284.0 | 286.5 | 286.7 | 287.1 | 288.0 | 288.8 | 289.0 | 290.0 | 292.1 | 294.0 | 295.1 | 297.8 | 30.3 | 301.0 | 301.5 | 302.0 | 302.7 | 303.0 | 305.0 | 307.2 | 309.0 | 311.8 | 312.5 | 312.7 | 312.8 | 314.5 | 314.7 | 315.0 | 315.1 | 318.3 | 32.0 | 321.0 | 321.8 | 325.5 | 327.7 | 330.4 | 335.5 | 335.6 | 338.5 | 341.4 | 344.0 | 344.9 | 345.3 | 346.9 | 347.6 | 347.9 | 348.0 | 350.0 | 355.0 | 355.1 | 355.8 | 357.7 | 358.2 | 358.8 | 359.9 | 360.0 | 38.5 | 56.1 | 62.3 | 63.0 | 67.1 | 71.9 | 73.3 | 78.4 | 81.1 | 84.7 | 86.0 | 86.9 | 94.9 | 95.6 | 97.7 |\\n|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|\\n| 春 | 0.004 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 0.0 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 |\\n| 夏 | 0.193 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 0.0 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 |\\n| 秋 | 0.115 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 0.0 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 |\\n| 冬 | 0.219 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 0.0 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 | 数据不足 |\\n","annotations":null}', 'type': 'function_call_output'}]
2025-05-28 14:02:22 | INFO     | logger_config:log_business_event:145 - [EVENT] 数据分析完成 | Data: 分析类型=auto | 对话轮次=1 | 处理时间=45.54s | 成功=True
2025-05-28 14:05:20 | INFO     | __main__:analyze_data:331 - 收到分析请求: 分析/home/work/disk1/LLM-ljw/agent/analysis-agent/data/区控.xlsx的达旗白塔公园站点不同风向方位与不同季节的风速与臭氧浓度相关性...
